Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant Price,Variant Inventory Qty,Status,Google Shopping / Google Product Category,Google Shopping / Condition,Image Src,Image Alt Text
"sovra-asset-asset-1776042354637","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042354637]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042354637</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042354637]"
"sovra-asset-asset-1776042357674","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042357674]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042357674</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042357674]"
"sovra-asset-asset-1776042360665","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042360665]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042360665</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042360665]"
"sovra-asset-asset-1776042363667","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042363667]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042363667</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042363667]"
"sovra-asset-asset-1776042366657","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042366657]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042366657</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042366657]"
"sovra-asset-asset-1776042369692","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042369692]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042369692</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042369692]"
"sovra-asset-asset-1776042372684","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042372684]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042372684</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042372684]"
"sovra-asset-asset-1776042375665","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042375665]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042375665</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042375665]"
"sovra-asset-asset-1776042378693","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042378693]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042378693</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042378693]"
"sovra-asset-asset-1776042381687","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042381687]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042381687</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042381687]"
"sovra-asset-asset-1776042384684","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042384684]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042384684</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042384684]"
"sovra-asset-asset-1776042387683","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042387683]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042387683</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042387683]"
"sovra-asset-asset-1776042391028","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042391028]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042391028</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042391028]"
"sovra-asset-asset-1776042393983","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042393983]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776042393983</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776042393983]"
